customer_id,first_name,last_name,email,phone,city
99,Aditya,Joshi,aditya.joshi99@gmail.com,9449058147,Delhi
100,Rohan,Singh,rohan.singh100@gmail.com,9199867980,Jaipur
101,Rohan,Agarwal,rohan.agarwal101@gmail.com,9071518203,Hyderabad
102,Ananya,Kapoor,ananya.kapoor102@gmail.com,9466590515,Chennai
103,Arjun,Singh,arjun.singh103@gmail.com,9925192546,Mumbai
104,Arjun,Kapoor,arjun.kapoor104@gmail.com,9281685054,Jaipur
105,Rohan,Joshi,rohan.joshi105@gmail.com,9214188805,Pune
106,Sneha,Jain,sneha.jain106@gmail.com,9927065379,Hyderabad
107,Krishna,Kapoor,krishna.kapoor107@gmail.com,9735977468,Pune
108,Diya,Gupta,diya.gupta108@gmail.com,9407581814,Pune
109,Arjun,Joshi,arjun.joshi109@gmail.com,9613750606,Jaipur
110,Rahul,Verma,,9152204727,Delhi
111,Vivaan,Sharma,vivaan.sharma111@gmail.com,,Chennai
112,Neha,Agarwal,neha.agarwal112@gmail.com,9798089324,Bengaluru
113,Krishna,Agarwal,krishna.agarwal113@gmail.com,,Hyderabad
114,Aarav,Jain,aarav.jain114@gmail.com,,Bengaluru
115,Diya,Patel,diya.patel115@gmail.com,9722170430,Delhi
116,Rohan,Singh,rohan.singh116@gmail.com,9874034505,Bengaluru
117,Rahul,Jain,rahul.jain117@gmail.com,9652775841,Mumbai
118,Rahul,Agarwal,rahul.agarwal118@gmail.com,9451154479,Pune
119,Pooja,Joshi,,9596401658,Pune
120,Aarav,Patel,aarav.patel120@gmail.com,,Pune
121,Neha,Joshi,neha.joshi121@gmail.com,9192856543,Delhi
122,Pooja,Patel,pooja.patel122@gmail.com,9814473947,Pune
123,Diya,Verma,diya.verma123@gmail.com,9715518844,Pune
124,Kavya,Mehta,kavya.mehta124@gmail.com,9323705895,Pune
125,Sneha,Verma,sneha.verma125@gmail.com,9786691251,Bengaluru
126,Aditya,Kapoor,aditya.kapoor126@gmail.com,9268018242,Jaipur
127,Rohan,Kapoor,rohan.kapoor127@gmail.com,9438424981,Pune
128,Sneha,Agarwal,sneha.agarwal128@gmail.com,9959001094,Chennai
129,Sneha,Sharma,sneha.sharma129@gmail.com,9447364710,Chennai
130,Priya,Joshi,priya.joshi130@gmail.com,9555625881,Hyderabad
131,Vivaan,Singh,vivaan.singh131@gmail.com,9046963259,Jaipur
132,Kavya,Patel,kavya.patel132@gmail.com,9747016873,Bengaluru
133,Aarav,Sharma,aarav.sharma133@gmail.com,9748016245,Bengaluru
134,Aarav,Jain,aarav.jain134@gmail.com,9584168784,Mumbai
135,Aditya,Verma,aditya.verma135@gmail.com,,Delhi
136,Aditya,Mehta,aditya.mehta136@gmail.com,9298259526,Ahmedabad
137,Sneha,Mehta,sneha.mehta137@gmail.com,9794705516,Delhi
138,Sneha,Joshi,sneha.joshi138@gmail.com,9993097289,Chennai
139,Aditya,Gupta,invalid_email,9130756263,Hyderabad
140,Diya,Sharma,diya.sharma140@gmail.com,9857865278,Bengaluru
141,Neha,Singh,neha.singh141@gmail.com,9348434437,Bengaluru
142,Ananya,Singh,ananya.singh142@gmail.com,9866524041,Hyderabad
143,Neha,Singh,neha.singh143@gmail.com,9848421993,Jaipur
144,Neha,Gupta,neha.gupta144@gmail.com,9712082677,Ahmedabad
145,Rohan,Singh,rohan.singh145@gmail.com,9193802620,Chennai
146,Kavya,Joshi,kavya.joshi146@gmail.com,9400499154,Hyderabad
147,Aditya,Kapoor,aditya.kapoor147@gmail.com,9152742054,Jaipur
148,Aditya,Agarwal,aditya.agarwal148@gmail.com,9685161227,Jaipur
149,Aarav,Singh,aarav.singh149@gmail.com,9454990453,Mumbai
150,Priya,Singh,priya.singh150@gmail.com,9414593327,Bengaluru
151,Rahul,Kapoor,rahul.kapoor151@gmail.com,9339187851,Mumbai
152,Aarav,Kapoor,aarav.kapoor152@gmail.com,9822587139,Hyderabad
153,Kavya,Sharma,kavya.sharma153@gmail.com,9790874064,Jaipur
154,Sneha,Verma,invalid_email,9180170462,Chennai
155,Rohan,Jain,rohan.jain155@gmail.com,9661825128,Pune
156,Pooja,Gupta,pooja.gupta156@gmail.com,9478686337,Ahmedabad
157,Krishna,Verma,invalid_email,9903311907,Delhi
158,Krishna,Sharma,krishna.sharma158@gmail.com,9302843959,Bengaluru
159,Krishna,Singh,krishna.singh159@gmail.com,9836440892,Chennai
160,Ananya,Joshi,invalid_email,9685662462,Hyderabad
161,Krishna,Gupta,krishna.gupta161@gmail.com,9708668826,Jaipur
162,Rohan,Verma,rohan.verma162@gmail.com,9183046990,Jaipur
163,Kavya,Agarwal,kavya.agarwal163@gmail.com,9735403317,Jaipur
164,Rahul,Gupta,rahul.gupta164@gmail.com,9678544587,Hyderabad
165,Kavya,Mehta,kavya.mehta165@gmail.com,9609320489,Chennai
166,Arjun,Patel,arjun.patel166@gmail.com,9937854777,Bengaluru
167,Aditya,Patel,aditya.patel167@gmail.com,9808010062,Jaipur
168,Vivaan,Patel,invalid_email,9509977008,Delhi
169,Aarav,Kapoor,aarav.kapoor169@gmail.com,9408621182,Ahmedabad
170,Diya,Mehta,diya.mehta170@gmail.com,9567933410,Chennai
171,Rahul,Kapoor,rahul.kapoor171@gmail.com,9217659180,Hyderabad
172,Arjun,Sharma,arjun.sharma172@gmail.com,9489025039,Chennai
173,Vivaan,Singh,vivaan.singh173@gmail.com,9685621850,Jaipur
174,Diya,Verma,diya.verma174@gmail.com,9965047735,Chennai
175,Rahul,Patel,rahul.patel175@gmail.com,9194311426,Pune
176,Pooja,Jain,pooja.jain176@gmail.com,9047541212,Chennai
177,Vivaan,Sharma,vivaan.sharma177@gmail.com,9995604661,Jaipur
178,Sneha,Kapoor,sneha.kapoor178@gmail.com,9244472126,Ahmedabad
179,Priya,Verma,priya.verma179@gmail.com,9799371240,Bengaluru
180,Diya,Agarwal,diya.agarwal180@gmail.com,9756924593,Pune
181,Rahul,Mehta,rahul.mehta181@gmail.com,9793564651,Jaipur
182,Sneha,Kapoor,sneha.kapoor182@gmail.com,9073741672,Jaipur
183,Arjun,Patel,arjun.patel183@gmail.com,9179796886,Bengaluru
184,Pooja,Kapoor,pooja.kapoor184@gmail.com,9135290965,Chennai
185,Vivaan,Sharma,vivaan.sharma185@gmail.com,9889937567,Pune
186,Rohan,Sharma,rohan.sharma186@gmail.com,9112545738,Hyderabad
187,Vivaan,Joshi,vivaan.joshi187@gmail.com,9140105123,Pune
188,Rohan,Kapoor,rohan.kapoor188@gmail.com,9622660937,Chennai
189,Aarav,Gupta,aarav.gupta189@gmail.com,9191825537,Hyderabad
190,Ananya,Mehta,ananya.mehta190@gmail.com,9915579249,Pune
191,Rohan,Verma,rohan.verma191@gmail.com,9528669296,Hyderabad
192,Neha,Kapoor,neha.kapoor192@gmail.com,9282742257,Bengaluru
193,Aarav,Joshi,aarav.joshi193@gmail.com,9887676772,Delhi
194,Kavya,Gupta,kavya.gupta194@gmail.com,9842797881,Ahmedabad
195,Kavya,Kapoor,kavya.kapoor195@gmail.com,9078361340,Bengaluru
196,Diya,Verma,diya.verma196@gmail.com,9339596292,Jaipur
197,Kavya,Sharma,kavya.sharma197@gmail.com,9982544948,Mumbai
198,Aditya,Jain,aditya.jain198@gmail.com,9223253672,Ahmedabad
199,Neha,Jain,neha.jain199@gmail.com,,Mumbai
200,Pooja,Joshi,pooja.joshi200@gmail.com,9186363745,Bengaluru
201,Ananya,Agarwal,ananya.agarwal201@gmail.com,9500170127,Chennai
202,Krishna,Patel,krishna.patel202@gmail.com,9415415206,Jaipur
203,Rahul,Verma,,9712938700,Mumbai
204,Diya,Jain,diya.jain204@gmail.com,9361115542,Pune
205,Neha,Patel,neha.patel205@gmail.com,9927532697,Mumbai
206,Vivaan,Patel,vivaan.patel206@gmail.com,9656523413,Ahmedabad
207,Kavya,Sharma,kavya.sharma207@gmail.com,9438983640,Jaipur
208,Priya,Jain,priya.jain208@gmail.com,9918055269,Pune
209,Kavya,Joshi,kavya.joshi209@gmail.com,9091043006,Chennai
210,Rahul,Jain,rahul.jain210@gmail.com,9924141832,Chennai
211,Sneha,Verma,sneha.verma211@gmail.com,9303161799,Pune
212,Vivaan,Sharma,vivaan.sharma212@gmail.com,9275884252,Ahmedabad
213,Pooja,Verma,,9648149177,Delhi
214,Priya,Agarwal,priya.agarwal214@gmail.com,,Bengaluru
215,Rahul,Patel,rahul.patel215@gmail.com,9086353654,Bengaluru
216,Vivaan,Kapoor,vivaan.kapoor216@gmail.com,9380617445,Hyderabad
217,Aarav,Mehta,aarav.mehta217@gmail.com,9493759738,Jaipur
218,Aditya,Sharma,,9850506413,Jaipur
219,Rahul,Joshi,rahul.joshi219@gmail.com,9241038657,Mumbai
220,Sneha,Verma,sneha.verma220@gmail.com,9619906234,Bengaluru
221,Kavya,Jain,kavya.jain221@gmail.com,9574313291,Pune
222,Priya,Joshi,priya.joshi222@gmail.com,9537474112,Ahmedabad
223,Diya,Agarwal,invalid_email,9521356804,Pune
224,Aarav,Jain,aarav.jain224@gmail.com,9831712100,Jaipur
225,Aditya,Gupta,aditya.gupta225@gmail.com,9199410137,Mumbai
226,Diya,Mehta,diya.mehta226@gmail.com,9029667066,Jaipur
227,Aditya,Singh,aditya.singh227@gmail.com,9099934768,Mumbai
228,Arjun,Jain,arjun.jain228@gmail.com,9838065787,Bengaluru
229,Rahul,Singh,rahul.singh229@gmail.com,9304078593,Mumbai
230,Krishna,Gupta,krishna.gupta230@gmail.com,9039652239,Bengaluru
231,Sneha,Sharma,sneha.sharma231@gmail.com,9992937842,Mumbai
232,Aarav,Gupta,,9705932525,Pune
233,Sneha,Patel,sneha.patel233@gmail.com,9515691545,Pune
234,Pooja,Jain,pooja.jain234@gmail.com,9528953926,Ahmedabad
235,Aditya,Patel,aditya.patel235@gmail.com,9969029593,Mumbai
236,Priya,Patel,priya.patel236@gmail.com,9552157043,Mumbai
237,Rohan,Singh,rohan.singh237@gmail.com,9067626765,Mumbai
238,Diya,Joshi,diya.joshi238@gmail.com,9327104054,Mumbai
239,Rohan,Patel,rohan.patel239@gmail.com,9181599706,Pune
240,Sneha,Jain,sneha.jain240@gmail.com,9336884443,Chennai
241,Sneha,Kapoor,sneha.kapoor241@gmail.com,,Pune
242,Neha,Singh,neha.singh242@gmail.com,9146774186,Chennai
243,Rohan,Patel,rohan.patel243@gmail.com,9743490211,Chennai
244,Kavya,Agarwal,kavya.agarwal244@gmail.com,9686879374,Delhi
245,Ananya,Agarwal,ananya.agarwal245@gmail.com,,Mumbai
246,Neha,Jain,neha.jain246@gmail.com,9294511686,Ahmedabad
247,Ananya,Joshi,,9998616229,Mumbai
248,Vivaan,Agarwal,vivaan.agarwal248@gmail.com,,Ahmedabad
249,Rahul,Patel,rahul.patel249@gmail.com,,Ahmedabad
250,Arjun,Singh,arjun.singh250@gmail.com,9132475469,Jaipur
251,Priya,Gupta,priya.gupta251@gmail.com,9785082148,Delhi
252,Aditya,Gupta,aditya.gupta252@gmail.com,9030705345,Chennai
253,Neha,Verma,neha.verma253@gmail.com,9797279855,Ahmedabad
254,Pooja,Verma,pooja.verma254@gmail.com,,Delhi
255,Priya,Patel,priya.patel255@gmail.com,9034944665,Jaipur
256,Priya,Singh,priya.singh256@gmail.com,9691085899,Mumbai
257,Priya,Verma,priya.verma257@gmail.com,9544432830,Chennai
258,Neha,Mehta,neha.mehta258@gmail.com,9744666099,Bengaluru
259,Pooja,Gupta,pooja.gupta259@gmail.com,9758428241,Ahmedabad
260,Pooja,Kapoor,pooja.kapoor260@gmail.com,9513534655,Ahmedabad
261,Priya,Verma,priya.verma261@gmail.com,9999173816,Chennai
262,Aarav,Patel,aarav.patel262@gmail.com,9697252175,Pune
263,Rohan,Sharma,invalid_email,9292712966,Hyderabad
264,Rahul,Sharma,invalid_email,9505830033,Bengaluru
265,Arjun,Patel,arjun.patel265@gmail.com,9421044789,Chennai
266,Neha,Patel,neha.patel266@gmail.com,9532603323,Pune
267,Vivaan,Mehta,vivaan.mehta267@gmail.com,,Mumbai
268,Rahul,Joshi,rahul.joshi268@gmail.com,9723046184,Pune
269,Rahul,Verma,rahul.verma269@gmail.com,9411739348,Bengaluru
270,Pooja,Jain,,9737530011,Hyderabad
271,Aditya,Verma,aditya.verma271@gmail.com,9143744701,Delhi
272,Diya,Singh,diya.singh272@gmail.com,9611002255,Ahmedabad
273,Pooja,Verma,pooja.verma273@gmail.com,9166746762,Delhi
274,Diya,Patel,diya.patel274@gmail.com,9797296590,Pune
275,Priya,Joshi,priya.joshi275@gmail.com,9014508993,Bengaluru
276,Ananya,Kapoor,ananya.kapoor276@gmail.com,,Pune
277,Ananya,Joshi,ananya.joshi277@gmail.com,9175354083,Chennai
278,Rahul,Gupta,rahul.gupta278@gmail.com,9971775170,Chennai
279,Aarav,Kapoor,aarav.kapoor279@gmail.com,9994883755,Jaipur
280,Diya,Joshi,diya.joshi280@gmail.com,9975711305,Ahmedabad
281,Ananya,Kapoor,ananya.kapoor281@gmail.com,9272614933,Chennai
282,Krishna,Joshi,krishna.joshi282@gmail.com,9516091779,Pune
283,Priya,Sharma,,9697829221,Bengaluru
284,Ananya,Jain,ananya.jain284@gmail.com,9346547226,Ahmedabad
285,Diya,Kapoor,diya.kapoor285@gmail.com,9833394522,Bengaluru
286,Pooja,Verma,pooja.verma286@gmail.com,,Pune
287,Aarav,Sharma,aarav.sharma287@gmail.com,9244204380,Hyderabad
288,Vivaan,Agarwal,vivaan.agarwal288@gmail.com,9386384066,Bengaluru
289,Ananya,Sharma,invalid_email,9973598933,Pune
290,Neha,Verma,neha.verma290@gmail.com,9816064842,Ahmedabad
291,Aarav,Mehta,aarav.mehta291@gmail.com,9025909479,Mumbai
292,Kavya,Mehta,kavya.mehta292@gmail.com,9818268861,Jaipur
293,Neha,Mehta,neha.mehta293@gmail.com,9987801573,Jaipur
294,Aarav,Mehta,aarav.mehta294@gmail.com,9164840858,Hyderabad
295,Priya,Sharma,priya.sharma295@gmail.com,9581128801,Jaipur
296,Diya,Jain,diya.jain296@gmail.com,9612075011,Ahmedabad
297,Ananya,Verma,ananya.verma297@gmail.com,9466766506,Delhi
298,Neha,Agarwal,neha.agarwal298@gmail.com,9015814491,Hyderabad
299,Rahul,Jain,,9283268424,Bengaluru
300,Aarav,Kapoor,aarav.kapoor300@gmail.com,9009968814,Bengaluru
301,Krishna,Jain,krishna.jain301@gmail.com,9222394312,Delhi
302,Diya,Kapoor,diya.kapoor302@gmail.com,9414139755,Jaipur
303,Vivaan,Singh,vivaan.singh303@gmail.com,9577594929,Bengaluru
304,Rahul,Patel,invalid_email,9364525777,Ahmedabad
305,Priya,Kapoor,priya.kapoor305@gmail.com,9142834110,Delhi
306,Diya,Agarwal,diya.agarwal306@gmail.com,9308488725,Ahmedabad
307,Aditya,Joshi,aditya.joshi307@gmail.com,9580392827,Pune
308,Pooja,Joshi,,9731453038,Bengaluru
309,Rahul,Joshi,rahul.joshi309@gmail.com,9051844989,Chennai
310,Rohan,Agarwal,rohan.agarwal310@gmail.com,9846386557,Delhi
311,Ananya,Patel,ananya.patel311@gmail.com,9843222591,Chennai
312,Kavya,Mehta,kavya.mehta312@gmail.com,9773926030,Pune
313,Aditya,Kapoor,invalid_email,9024286990,Ahmedabad
314,Vivaan,Gupta,vivaan.gupta314@gmail.com,9723692929,Ahmedabad
315,Aditya,Mehta,aditya.mehta315@gmail.com,9136621038,Chennai
316,Diya,Patel,diya.patel316@gmail.com,9990881172,Delhi
317,Kavya,Jain,kavya.jain317@gmail.com,9086376599,Pune
318,Arjun,Joshi,arjun.joshi318@gmail.com,9149864300,Mumbai
319,Ananya,Sharma,ananya.sharma319@gmail.com,9565126944,Chennai
320,Sneha,Mehta,sneha.mehta320@gmail.com,9636887258,Ahmedabad
321,Arjun,Agarwal,arjun.agarwal321@gmail.com,9213721386,Delhi
322,Aditya,Jain,,9127961143,Delhi
323,Pooja,Jain,pooja.jain323@gmail.com,9849027703,Ahmedabad
324,Krishna,Sharma,krishna.sharma324@gmail.com,9392053021,Chennai
325,Rohan,Jain,rohan.jain325@gmail.com,9011848955,Ahmedabad
326,Krishna,Agarwal,krishna.agarwal326@gmail.com,9690426818,Ahmedabad
327,Rohan,Verma,rohan.verma327@gmail.com,9894769735,Hyderabad
328,Neha,Joshi,neha.joshi328@gmail.com,9714163356,Delhi
329,Pooja,Singh,pooja.singh329@gmail.com,9518275539,Jaipur
330,Priya,Gupta,priya.gupta330@gmail.com,9433339521,Mumbai
331,Neha,Joshi,neha.joshi331@gmail.com,9807595794,Ahmedabad
332,Rahul,Gupta,rahul.gupta332@gmail.com,9867808562,Mumbai
333,Pooja,Kapoor,pooja.kapoor333@gmail.com,9036915594,Ahmedabad
334,Krishna,Singh,krishna.singh334@gmail.com,9527636556,Pune
335,Sneha,Patel,sneha.patel335@gmail.com,9143866322,Delhi
336,Aditya,Jain,aditya.jain336@gmail.com,9885744890,Pune
337,Aarav,Gupta,aarav.gupta337@gmail.com,9175455884,Chennai
338,Vivaan,Mehta,vivaan.mehta338@gmail.com,9399824558,Hyderabad
339,Vivaan,Jain,vivaan.jain339@gmail.com,9225699611,Jaipur
340,Rohan,Mehta,rohan.mehta340@gmail.com,9964759876,Delhi
341,Aditya,Gupta,aditya.gupta341@gmail.com,9132611178,Chennai
342,Ananya,Verma,ananya.verma342@gmail.com,9164334722,Pune
343,Aarav,Sharma,aarav.sharma343@gmail.com,9577848728,Hyderabad
344,Neha,Agarwal,neha.agarwal344@gmail.com,9845783174,Ahmedabad
345,Aditya,Singh,invalid_email,,Chennai
346,Kavya,Singh,kavya.singh346@gmail.com,9853686632,Chennai
347,Diya,Jain,diya.jain347@gmail.com,9389448463,Pune
348,Aditya,Singh,aditya.singh348@gmail.com,9749735020,Delhi
349,Aditya,Verma,aditya.verma349@gmail.com,9703120735,Hyderabad
350,Rohan,Joshi,,9120461872,Ahmedabad
351,Diya,Jain,diya.jain351@gmail.com,9367303718,Jaipur
352,Priya,Jain,priya.jain352@gmail.com,9520881474,Delhi
353,Diya,Gupta,diya.gupta353@gmail.com,,Delhi
354,Sneha,Joshi,sneha.joshi354@gmail.com,9132719500,Pune
355,Pooja,Kapoor,pooja.kapoor355@gmail.com,9358573065,Ahmedabad
356,Aarav,Joshi,aarav.joshi356@gmail.com,9873928557,Pune
357,Vivaan,Kapoor,vivaan.kapoor357@gmail.com,9485708620,Bengaluru
358,Kavya,Agarwal,kavya.agarwal358@gmail.com,9863878294,Bengaluru
359,Vivaan,Verma,vivaan.verma359@gmail.com,9220317310,Chennai
360,Neha,Joshi,neha.joshi360@gmail.com,9405391037,Mumbai
361,Priya,Sharma,priya.sharma361@gmail.com,9650948014,Jaipur
362,Ananya,Verma,ananya.verma362@gmail.com,9633839288,Mumbai
363,Kavya,Agarwal,kavya.agarwal363@gmail.com,9612286852,Hyderabad
364,Rohan,Mehta,rohan.mehta364@gmail.com,9566593983,Ahmedabad
365,Rohan,Joshi,rohan.joshi365@gmail.com,9049082404,Jaipur
366,Diya,Mehta,invalid_email,9488899210,Pune
367,Aditya,Singh,aditya.singh367@gmail.com,9344196931,Hyderabad
368,Aditya,Joshi,aditya.joshi368@gmail.com,9919409610,Bengaluru
369,Rohan,Jain,rohan.jain369@gmail.com,9390604805,Pune
370,Rohan,Kapoor,rohan.kapoor370@gmail.com,9679981364,Pune
371,Aditya,Mehta,aditya.mehta371@gmail.com,9086416862,Hyderabad
372,Ananya,Gupta,ananya.gupta372@gmail.com,9389833146,Mumbai
373,Vivaan,Jain,vivaan.jain373@gmail.com,9559042597,Hyderabad
374,Aarav,Gupta,aarav.gupta374@gmail.com,9110392405,Mumbai
375,Arjun,Joshi,arjun.joshi375@gmail.com,9833884879,Pune
376,Pooja,Sharma,pooja.sharma376@gmail.com,9804204394,Delhi
377,Vivaan,Jain,vivaan.jain377@gmail.com,9510463681,Hyderabad
378,Diya,Agarwal,diya.agarwal378@gmail.com,9878003845,Pune
379,Aarav,Mehta,aarav.mehta379@gmail.com,9438404608,Jaipur
380,Aditya,Mehta,aditya.mehta380@gmail.com,9168936392,Ahmedabad
381,Sneha,Mehta,sneha.mehta381@gmail.com,9298324826,Pune
382,Neha,Agarwal,neha.agarwal382@gmail.com,9881252056,Ahmedabad
383,Priya,Singh,priya.singh383@gmail.com,9220994999,Jaipur
384,Krishna,Sharma,krishna.sharma384@gmail.com,9728975267,Pune
385,Krishna,Gupta,invalid_email,9046333127,Hyderabad
386,Pooja,Mehta,pooja.mehta386@gmail.com,9660965699,Delhi
